msno,song_id,source_system_tab,source_screen_name,source_type,target
DF4CqHXqzRZF9XbxfVgkTizlpWaEX7qrqu6IVquyXJA=,ZDYjcE4p6BwGKVd3AEeD7/FXTGJV+w8O5BaHifNKGzo=,my library,Local playlist more,local-playlist,0
hlCaDDkdlZuk02ZfNoIvGJj1Cr3NLW/oNq3AfvAulu0=,bjuX1nO8hHuewBq4e8FLifa9/kaWRt3bDSQKPXTpoFs=,discover,Album more,album,0
XhqO7OyyMRh4RVcayg9dTx4y67Wc07TLIK2D23K4eYk=,reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,my library,Local playlist more,local-library,1
VkQT93ug8I5F2oP6EpLCq5g2eqn5CD/uMnEFlRcGIF4=,iGWb8AA8UA58D6NtpiLRwnMLzA3bsj5YGHDRVR0MRPM=,explore,Online playlist more,online-playlist,0
DWAqD2RMqGgmYxpBF+ZKvmElt//jll7PZwsW7PVEqt4=,PV+gD1Sz7Wdimh1C2IyST6eqfZtSRrWZcVv2o9g7pAk=,my library,Local playlist more,local-library,0
ELHnqhuunyHmzh5SxFE1+WERIenmVULt5RnI/KMZmkA=,BhFbU0lCrnUqvWwA4jr9ebtrLtiWDoiiahfYJADIkw0=,radio,Radio,radio,0
t1j5f9NnL4sgw1p8Cxff6PHCHWt6sKGNe9RRKCKRd8Q=,q/0OOBNCz7IV4FLLCrivhNC75MeW1kLlCL+HofdH7d8=,discover,,top-hits-for-artist,1
nqmpF78qWkpdYVDlHMdJxaIee39zLsesNuzmpPhdqiI=,L+VBUSDWFfVgzhP65Z6vcXfMaA/uU04Wa5HBtpVXYlI=,my library,,song,0
DudPM5EEJN+Z4pQfPXLDe4+brSCcih43KGP6SrxXwr4=,EbR8lmHQFR0GsXsnY1V0QgSTFMcMd5zKfOkhwFLTQIE=,discover,Album more,album,1
Nvn1wyXW5ljzQ5ytMuxrMX5DJb6qvMVkLX92yq2L1Gg=,xHxmysUr7F0AxWW/YGNMcTNplipoKA+Qjr4+f1be/eM=,my library,Album more,album,0
kv8dzpgUYjWjOiJljXQQH+aKv3a+IATT2rdc4yp3f7s=,i6IZYIE6jEddfBEeoMDoZ4WxcxhqxjOW2REb9gX7wNc=,my library,Local playlist more,local-library,1
tL89dcGQCzzzNqExtOkgyqFVS5NCGsP+UGJIVt18RuA=,5TKFWT9ivwAJiqRWz5apDsePXcJZ2b1RA/1gxTm6XoQ=,my library,Local playlist more,local-library,0
e8qqcFJFu3VrHafVevWqd8enwEHUAC52fWOxThPIa6I=,lZINgCGFjqzcGUliQEbEXtfpnbLTkxjxav77pkhd7lA=,my library,Local playlist more,local-playlist,0
SGBC4msV/c60Ta0o/l/QQ27IWYfeEhroHxDaZDLt0QQ=,EELIvnP5lcFg+W/XGvKrKj06DhzWRoowEHGGvBGlDkk=,discover,Online playlist more,online-playlist,0
7zmw/ORkIK/v843ZpnAqnsOug581RWihy1q++RSkT2c=,80iDK935uwahO29c3LsulgZK0nO4201EHtJG8P8hynU=,my library,Local playlist more,local-library,0
O7OWTSBR3kYP6neyMMy5+u9mUFgIN4iFETbDgzB2YQM=,7dUiqNIuyM+aDRJEw3+ZSYydeZGAQ1AAI0eOd0Nzh8c=,discover,Online playlist more,online-playlist,0
cCXArnzSSO6gfkbwA4eAbcyOArXf/9pFVyeDRvUfkNw=,iEWw7tGLlaxJDdzxxucrTov8cmWMKcF8qo7YWWpnGdA=,discover,Online playlist more,online-playlist,1
pfW4vp5IzO2UEg9VLnsftDM1bWYYyrcJq16/SHZj1PA=,+HaFIMe9tyXcwSvrV5lswX1kihCNlJotxGRQMv3oW28=,my library,Local playlist more,local-library,1
UURzi/krhAdjIB9eq1bIBpeEfS7FuBWyAxOBQRdRqTI=,bNNgwWLzKX1Ox8n0sOlCsGEoxq9fEqSeTyHF+r0yA4o=,my library,Local playlist more,local-library,1
+Y+wTRRkZ0QA3bV4+7nwu8qlN5Kb7ygMhqvB5L929YI=,xaGv2dVp7hpJN03GCpu4vpyO1yoBQFuhEv7tmCjon30=,listen with,Others profile more,listen-with,0
x94N74043jAv3EyOccznSK4WJFkBlTP9nEgC/iIdWSI=,Vk+O5yQZKlndc4/O7iztWXL0GzoN8usyWJlYTUqBsiE=,my library,Local playlist more,local-library,1
YYdQJgjemCT/fAv8s+CwfmgDprAQOneJ2M2SdArq9V4=,gHNttOLQlFlFlkbl/z6Cr2QTL4fhcGQOqCrvtEjE8Vw=,radio,Radio,radio,0
UeQD+nsYHQe2I3t4eAnSaQH3BUGaySHPNFbvnx1tQlo=,U8VgelI8G461f4FVJHnavdn4zx7XjmSFcNHZ3Hru3TU=,my library,Local playlist more,local-library,1
rqMJyocVwiIT8Ed8CRpAu8+29YNSeTAHl7Q83D9I4ME=,DaKdlgr49/8oUk6e1H61gboYpoAV6AduFfIlsLYuDpo=,discover,,album,0
hwTW7/qgyy+iiy7gldZVTQ2Z7hOZsQXBiRo+boKyVVk=,Hl6EBpUuCKh8k8Mzao5hml03O4q0syx+7atSC3vEvok=,my library,Local playlist more,local-playlist,1
7yXWMXqQLj89L2Xdrp5HGOFLG7VudnqzClRPJUphorU=,c9Ne9szAyztRMLABetN9qWayYvUupRvEBrrohHU5XM0=,search,Artist more,top-hits-for-artist,0
VcCSqbo+p+xcXAT4R2AipXKyrxSZ1TpAidbaub80omc=,F48LS/DqAt1EnPHRezspUgYaZcmiOoyOD75UFpHenEE=,my library,Local playlist more,local-library,1
/ZHQmFBtn3mkHF6j2YdaZodO4MU/BHrJd9s/aI8XIJw=,hZ+sxtLGIE08cptBRzqNO7/Wa2PcNneZ08R/Ccw1Lg8=,search,Album more,album,0
L0bz1WI1JKs0rUf6fdSLMWmu0zTbbyPWCXCLi9tNyBA=,9BmBX4xsQUr7s/4OuNm74bEZqTqeSKbJ+4izf1OWWu4=,my library,Local playlist more,local-playlist,0
O/kJJOZmRRUNTy/U5mGPxTi/YSA/2FC3zMSx8woJ+tU=,VEHQ9uyNfwMBFPtkLOFGSOnovTSfj6RlQbgYZYp1xZQ=,my library,Local playlist more,local-library,1
lSJg7oLmnpEVUD81zgg5FmmUk6UFIGtbdwLQl0NEHu0=,JhJ7uwsxmC5kIIcSbKBBzxYnN/oYMt7c/aGoM1bGBjg=,my library,Local playlist more,local-playlist,0
rmwcZuyQwFwu9qa+HdnG2CdkZBSYFwXGoq/xQbAjS/A=,uxSBgNET1JjZG01MOwotiu8mCFVKrMNePRjTTkXiU70=,my library,Local playlist more,local-library,0
CKNsU+CMy98b/UCbaKmd/umIKv0xYcUzZCiVI7a4u70=,9zVQUtq/Uzlxk3X7BwI28CSY7FomzpmtsRc8f2bRyJE=,my library,Local playlist more,local-playlist,1
ptxtPfr+rXR2vKUi2km386T2taX6hztxe7yYwhdXKm0=,5lpRzHK72I3kEauas6bhFyFFuOshWvr6pV6BvyB+FOE=,discover,Album more,album,0
53HgaBHZ7ck9cspADlYbpv4aIcYX6uWMamPiNza8ilc=,HkcOQ5VjXa5Casa6blHw2c4u8l5gKkeP6srhUotU6Cg=,my library,Local playlist more,local-library,0
Rp1z5XdyHv8Wrby0IVIwQyKbSUpfiyaVXW+plLZZ74I=,9lN9VYcp9NzqGYp45R1pnSVCO4urRrM5NRFJvbZl/ro=,my library,Online playlist more,online-playlist,1
rP3T0j848C/w8HpML7SQQBzi8DsaM4yxeY/S7OssSGM=,+Gh4vigxWuY4cL0rXPDUm8z6CwmzCFCdNlOValIkpkc=,explore,Explore,online-playlist,1
dlM6M9bv+apNJd+WjsyP9g7XqHmLQbAXJ7B4AmFUuS4=,QNDGZF37fsnnAlhzkbYKBuRzR0McerqoKvSj/v4Q68c=,my library,Album more,album,0
hlCaDDkdlZuk02ZfNoIvGJj1Cr3NLW/oNq3AfvAulu0=,yciKx3VagNk6RuCqe0KbTbwl+cWXKVYWAeI8UFe9Dfw=,discover,Online playlist more,online-playlist,0
Z3bwWL5aGIFxe6OM2r9Yk+LDm1M80JRHWFCuNX6IJoE=,skehue/d/R59G71dXYpntDwdjRRPlweN3JE8g40TgZU=,discover,Discover Chart,online-playlist,1
meUfoiDcTpvhHjZHlUr21DO9fJci9r1RX2ins14r484=,Ujt3R5hAe0Pix2mURuC+CO6aazhCvEU2lByPzy3E90k=,discover,Online playlist more,online-playlist,1
iQ33vEIDhUoO2pkhxmiXICzud+juItnyYfWOK4GZXzc=,aILZwTNyIlkTuqbWfVhvmUp5Nh1I36iOwhhULcTdl28=,radio,Radio,radio,1
q87g0fT/C6KPK7UiAzngzSeTxdMmKcR/ABvtYdutbzI=,ZscEsZMlGFt+g4ZOuojaWRRqONF3fI+E36piB2hQXps=,my library,Local playlist more,local-library,0
esAIep21tDNPShfoAYviYa0M8cxSLbRNlj3P9o8Kn3M=,Bak4mJrkZW15NYlUztdocCyuRnv4CpyG6k8XTosaySk=,my library,Local playlist more,local-library,1
BuDqhFwjlFxHj0tnqNBatM9VA9rl8PFpbhW3AmGMQHU=,K3TwXgACGQdZ+LfMzxWsC5k1XgFcyQMo5OuGx+G52+g=,my library,Local playlist more,local-library,0
KYpy9UeaVaHmAYQeYQ06ujMLJKwQyfEu7uujlhw3gKQ=,JMkQECxJLiQ3BewDgeUdZ3TztC0JJEX4JHfhvy6mRSg=,my library,Local playlist more,local-library,1
SxTx/aSEteASJdtFYsHXDnxL4hLDTohOynChmg2pQAk=,Zfw40b99Gh3zUXSe3sYll0rBzXKwQoG9Bos/LQCWIFg=,search,Album more,album,1
45Bqq4x/6pktxBRFCZt5sipxex0Pcw2wWYA7uCpPGks=,5Bdg3B3gb6KDxpLuokdMRoqOz9jCjg3wlJIn8jFHhHw=,radio,Radio,radio,0
xozWTfp5MjLL8NL0t2Erjy2Lb5xw8UJFTFEhizjGYeo=,zcieWa7/2VeVp0m0fa95RI3i6FIfNTMzVvYXm3X64Y8=,my library,Local playlist more,local-library,0
/JG1Aq+kvYvWR/HtH7XyRoVy7Ic0qmhXaSyvdL8M1aA=,w1Q9K2XQmNSK5rkOCa3qn4NZ62gBbMHxpa+R94uFyQk=,discover,Discover Feature,online-playlist,0
YQhUT/cnNiJuxH6jGxnkGdrQamz1LeOw3FLfW5l2k90=,ngL3kHTPKfDzxIAXDcbLiBcAByh2XOj5mm8AKbki474=,my library,Local playlist more,local-library,1
lUbIvwh7QtCFfU+BWpQdDzW6UUngfTNaTnQG2VqYgOI=,yulVEZ4nnTxQd8D6r9/ItvV6PFBUkYmTHTNLTw4cKNA=,my library,Album more,album,0
vzAW1qdVOx348Bmhl0GJW/f2LkN1CWFBPLG0d0QVEAs=,mdqdw/QiKuLjYaSkBXTtyOnVYm5iOOLB6RDdwspnQXM=,discover,Search,online-playlist,0
rWUcOFf6xaSzKYYrARdz4bLZkDPx4GujQUSsHB/FLTY=,IMX5m63uPW9qyt/MKEYLxR03/Mc01iqkkCd9+3cGk3A=,radio,Radio,radio,1
pQj5WDf3D/Gt+Rxwzbz0rSapGR+kpdkWh/jkCy6gEKE=,okTGoeQeCDEMBiWgCYc37qYp4kEvMtQWJCNsPI/Szz4=,discover,Online playlist more,online-playlist,0
jl5aK/2deR6/GXgR++a2U+XvKssuYFIGh+TRVc/VYxY=,KW6oJwkBFdIPdSo30jpdQfaI7oL1SMs8rlgaVoGw9cQ=,search,Album more,album,0
Bfom7pVMwBCy0Nnb1pAHP89C95816F836IDeFFmrAu0=,fe95QePeZ/4o1c/McH4qcfKLuhJZrMxSALeEZS3LeTI=,my library,Local playlist more,local-library,0
eGGP3R9hPDLxhZRBl2Ijsoag0ic+e2SgMhC6R8DswHc=,qGFcV6nXj/KE+vFenzeqQyBCfTO2cbFdnn2swHgQ7K4=,discover,Online playlist more,online-playlist,0
lSkUSnCm60kDLdEsnAVp6jwr2HkyIhDCEZLX82djjHg=,zbZWWW772aiytS6a7+zEIVXGj2ikzBydxRI+eyUIom0=,explore,Artist more,online-playlist,0
wKpa4A3gUKdLpUcvgRS4vXBeRClASKXb8hSf0qmbUkY=,9wWfsvZgGTRvDg6vbChGtfjGNpLhEyH7e7KS9VM+A/w=,discover,,top-hits-for-artist,1
Mbtav4rMFCrGsOD4MfB42yUGOxrVsVFfVxo0XDLvquQ=,dyfjbCPtrhu0Pqj3F3J1Z+1YtyWLuXNr1osvNZNchPY=,search,Album more,album,1
l5uAY8g0U9ii3GrNhB0U7RWy9S+3uM7VDPcrjn6Yzjg=,iXmfYAKGYss34IExf+S5fMHyQFiZJtQ/wk7m8DATyy8=,discover,Search,online-playlist,0
E0lU0KPF18puIxeroLKH65otg6kg7g9ocimULOy0LSY=,JFnM+rxMZCd9OWT5HvCQEk/aoR3ZVBEpV0GVcXNNG4k=,my library,Local playlist more,local-library,1
rK6yKfUdERVjHQiJfZZHN6jkWSJcO1OAQ/5J2QWA/hA=,/VfwQvdULQMNs7PliWdgweqSADzWDSmFzo+pG0F7cjM=,my library,Local playlist more,local-library,1
c/x7UHzeok401oAtjdi0Izwj5dqXu1nnzJoEQD/QT3c=,q+OxyXbHNfXmHsYjv6ORLDRAAfEDM6yF+NxURX2cSRM=,my library,Local playlist more,local-library,1
xIk25yL+ggKCvAv9T3SDFHOsWmkQsdw+JvktSwKCu3M=,VDnY3JhI23mplO0Pp8iMn/026G6wtYMNyks+l0BVM/c=,discover,Discover Feature,song-based-playlist,1
sqAhFY1x7iTbHYkmFxMFbdq4QGq3+2UUdefQr4OMw+g=,zVG2v1zHWHgaaqA9Rb6XPjja0K5B5Y+z38VCFVMCxP4=,explore,Explore,online-playlist,0
VGdjf/QPMM4eQToH4yW21XhUYDYsFGEQiWch4TR5mDs=,jdiuf3o7Cm8WAYdWKqJP8WBRBlKI4oaoC3EZKXtTN7c=,discover,Album more,album,1
rFvO5DvkWd2C0FJUVWcHNTp76lZTeAafuKDc0OFSuEk=,jXl1ffehFlxMuoX8kjoeF1bS4rb+sUllx0HVwMkBN4g=,radio,Radio,radio,0
0F2rXGoiAenwrrj9Q2J3U8adWCr/6ywaJAsK3o6OOko=,Aao1mHB+i0EZHwqlrdnKs+c8jPNK1EvEvVVCyaMYohA=,my library,Local playlist more,local-library,0
M8udQ+PmvSf4TFX8S4s48kbC9OoLRYGezeNAlzD1JJo=,ZgZKC4G2ot9HtIQ8fxQAe7u+Z1sLZOtmRVLOyI8oDy8=,my library,Local playlist more,local-library,1
lwlQujpscZJmRGPY795Zpj02IOlJiMhmhY20Q/U6/oM=,jOpefqzIMnK/LfCVs6XMQvzkWbHe3yU/t+xfIQZaFuM=,my library,Local playlist more,local-library,1
+jAsgUZJlLXcCwbH5t3cvIHnCt+j4ByiK+93vxpNGGw=,h29viLjtG2b8RBh/EaZ80hNMFv+FjVPvapRvbmu7KAk=,search,Artist more,top-hits-for-artist,0
PB3NjWR8g9QbHRF3BC7U/1YEmBC3RoCEX5QObOEeFbs=,WLWYK2ULyKhj/FAWvhEOVQuDlZmsmTkKscwahrXsoBM=,my library,Local playlist more,local-library,0
Bh9uw4ofBKg5DhjShXVvrKwMM9DWFzOR/Lr3mYf59sU=,43Qm2YzsP99P5wm37B1JIhezUcQ/1CDjYlQx6rBbz2U=,discover,Online playlist more,online-playlist,0
XR5zgSJinIy102lZ0qFL2XjH1Zy93hhAUSLp4xgNfFQ=,mKZ6fmGqDUB9dScVsjmm2asgb4jpCTLy5eRLXDUuPpk=,my library,Local playlist more,local-playlist,1
jgnpBAtzPuLByCDm8gh7K1OiF6psOTXzyKdFkazOxq0=,glS5BF8YGt1ogLMHKDjfW9rlF+1YxkBhKt/6N70STR0=,my library,Online playlist more,online-playlist,1
W6KD52nBiP6Jh8fXhT+V6frzUAbaL4QTvyMTb60fOlI=,xxWLfkIEeQAeJD4tFLoqDvrDFoS1PGb5+NT3BepHr/s=,discover,Online playlist more,online-playlist,0
P3tJU/DjIEbh0ucnC1KT8wojenDDSwx+blB8pFp/KeE=,tav49k1fb/ObAPjOI5KIpQg1VbfeAWr/5geHydpPjxI=,my library,Local playlist more,local-library,0
zMPvqTVQk8l1n2GdWScI8WNAYkN3pVvrPNHSBV4NHdE=,5XYd9fBH+QSuXWHcPUlg9jcNReuOHoVvRezAfT8Ey+A=,listen with,Others profile more,listen-with,0
cNssc+2L1Fx77CzASou28E9qfWeJjQKZtfoADkl/xkQ=,ZHntZFye40VZKOs/mHKy7al6ErOqR91IkRxc8xJBJN4=,radio,Radio,radio,1
7yb91kpccPl9EQpWe1FasIqbbYknac6ZuPzyuzsrq0I=,Xl3ouVzZTBWzm7g/wEVj0RyAmqBptx5Q9olbLV02R8k=,my library,Local playlist more,local-library,0
gtSzsvIhUHbefGPYiKKSM68qW1UFWVn2bgMgo0mNM9I=,tVKj0GwxymEmMQsxoDFcfbVj6xTb+qNI2D3I7j2IE94=,my library,Local playlist more,local-library,1
Itinnp4JVkV8aFT3qemq5fHYRuMgz2G4lxf3d6QQyQI=,WrVBxKvotVYzAKxCxNAGssQ1oCgO0gAJ4sNCfhfdfOY=,my library,Local playlist more,local-library,1
LgTNkY94MqdnP1x61KtqeWLZt8pEgZOpeAvQaZgKXVc=,p07q2lN3dmigw49ppJW3JzLySkge3xyh2tRiFt6UbG4=,my library,Local playlist more,local-playlist,1
m0XFqBeDPt3gNAVstXoZOzn5F20qVuwN2rF/FqyGOI8=,VSTnjj6P6f6s5lrz/n37C82qDR+DBvqrXVDivT0kt6k=,my library,Local playlist more,local-library,0
2TPc6VVjDRv+rUAFZp+Fz/SxsX1klrSBl7HXobrtp1E=,4RE9PIYRNpEqgkVCRFTeXtwImdeenKGm+7gMHCqLjgM=,my library,Local playlist more,local-library,1
x18A8qbzvPBb2J5DL1mfXlSnMHCtIMFp+7T7wC8WYV4=,HzCFc9gU/AuYNF1ld1ZlyeCpQvVLTonc8+ZrUAidmmY=,my library,Local playlist more,local-library,0
3srAGbb/BaRLvV1d3Ra182QhOezPWy+nUPkwmt6rzS8=,jnK7PlfCHsB72NeEg8wCcUiJsAfviCWoLzAqhceFU4g=,discover,Online playlist more,online-playlist,0
9zEOXOQJiXW0LmjtQ7e6PpL/az+/nW71VTgGpi1TkLY=,rvog3fGTToOyypInaiJP2HfqAW9vdOXiV6sVgyUwSX8=,my library,Local playlist more,local-library,1
6r/aHcHbyevMwszbrfNAGuY7GeFVvcVxtRUS6lFjrJ8=,YMjlQrXY0Ep8mcX/OkN4wgKCRuHn5B3oAJMOY1RSioI=,my library,Local playlist more,local-library,0
dVbTa7zFuB4+l9ADU0Av9eIyteTVb4UzFTCu+x9uZqs=,aBmiFzlR2qykNx4Bs2/gFR+JUtUi2OPN4WvHNamMGJc=,my library,Local playlist more,local-library,0
uFaGDi1YlFdHs4/n+xAblTGvMW/Sr6REZwpaKmS6op4=,kTfvijj0YOM4LkNBb+6RCPKakz/8NEw5y2PMdmc9bc8=,discover,Online playlist more,online-playlist,1
qn0aqqC8dcshYsmcFmFYJtebwjMp6kLr8yanC5QC79o=,v81/E3UDpvSxDsHyN+9VEsnrwFGOtE+NNuiUj/jXmNA=,explore,Explore,online-playlist,0
+hkOfI/Npl0xS4Qaf4v/Z+QTOYEfUP0NzRwJDe8imXU=,UoLnEGgVEj2w0TouRQ9b15c3GWM4Ti5vGYeyuLj1nQk=,my library,Local playlist more,local-library,1
FGtllVqz18RPiwJj/edr2gV78zirAiY/9SmYvia+kCg=,R1769yIwSejBpG/qGgxdD3BiYXI2fJgMg1jjlKCPhIo=,explore,Local playlist more,online-playlist,0
eEXCWfiqSWLeUvnsxJp1RTyEpm/nTDhwO6jRAdjCjIk=,DRWs2zLgDBAqLqyHsNZVPyiBed+Iutm+qsoWqvo6dkA=,discover,Discover Feature,online-playlist,1
cHvin9b7xDmZD4lieI7mFCbxCze1EN5BPqN5C812g5w=,7ZhSIDojdAzORj//5Bgwzm0kA1FKak897RB5tR/SoXs=,discover,Online playlist more,online-playlist,1
muDxkF5UhWMFdp/+cJSAbbvKJhwJgQlcvkrAW2rK0Ao=,OrV4pH9WiyPcKlcYaYJ8jfi4kacm1LlPcgMIJjQabsQ=,my library,Local playlist more,local-library,1
eF38IDPL/1EWImfyiGj9XYbciclT//bJ4hAv4ZaBt84=,Z6CBz81e+m4jn/ni9V5gFnTK+2gO2FLz+zM3oeCK2YI=,my library,My library,local-playlist,0
1G/iE41y/yer9Ny31Eu+8542ivPqgtfSFTvgg79Uh4M=,YJZjTOirM5vkA2q7X0zTk2UFnrNKljUV8VvF4UbCe0E=,search,Artist more,top-hits-for-artist,0
GtL+PqnGPm/IIbZQjvj9eqJfqPMkpBl24knrXGc/vIQ=,cQI8Uzy06tt/XJ59vDlifTQTl2qOiTFBkf5yVCUNoyg=,my library,Local playlist more,local-playlist,1
djsUKlcBLU8ZDlC4GtPPw+VunuSYTyeSIZtuXhF3+30=,spUdvB32ZjKymgZcYg6BFBnB593l41bhSWnnFyrMwFI=,discover,Online playlist more,online-playlist,1
kqFHmlxf6TDamj53V+7GbbXDNXFdcdLwQBcWrZVOqhA=,h6SYWHqaMPtbHyqeNQGtCRfq7GAH4+9hrauUwd5z2VA=,discover,Online playlist more,online-playlist,0
N/KH2omDBKOPGV6PCDI20Rl2xKK/A1+ULEVHpKLr3GI=,XUz4Z4wPPChz+OIwkwj7HJ8teIjW3rEMdEATM80rDxM=,discover,Online playlist more,online-playlist,0
qGRsdEWfaMQI/MWomh4DvPy09deph+fYFfHZ3ngk+4U=,KQkL3RbSia9p7I5H9wrdEFmQZSJEZc64kpnzDUUEe84=,discover,Discover Genre,online-playlist,0
p+Bhx4yexKdvUB07w02ivRIUeMP1Zq9i4cmh/6KdE2s=,3vdbPdYWJEmgg8rEZw5Zg1zU2qev/W3Idu5IQn0D7h0=,discover,,top-hits-for-artist,0
KKFJzIsyT19tEQ+cHEeRyamc3Z3cOhyl+MmZamwxCME=,kPUSwjS2I2pwcde9j6gOQtWWQW4jJ3hMVrKdV4exMTc=,search,Online playlist more,online-playlist,0
/+w0XPj3pBLeI764D1KFYJZw7zM2upEWhAPsxFZ9pn8=,U9kojfZSKaiWOW94PKh1Riyv/zUWxmBRmv0XInQWLGw=,my library,Local playlist more,local-library,1
yCCT+QckrmYll48S7BBzCLGn8HekGPwXsTaRYpV5qCk=,wKDWJuVRx5K+UScSmkx+k2GdJLtnFh5UMLMPWwzTrtg=,my library,Local playlist more,local-playlist,0
Ag9Uc94t8dg3b3fvhw/nQUXSnIE5QQNw/6sENq/hdno=,34rb1qmWbGB49AcPKL/urbaS9E0m0SwggLGqb4ecZ74=,my library,Local playlist more,local-library,0
qwV/8L9Z1N9CIuxBUrfqwm7pviuydqN8kDzNDl1BJnw=,sfHiyX/CYvfZD4IjnmrOh8mw/5YVX+c8phLebMghydk=,discover,Online playlist more,online-playlist,0
fsMZ3tw7MtyQjyXIZuaF2yLVnZ3PNmRkXikJPt1r0/o=,DYq/dDSaf1e/jKuYy4drBpjpUlmLChpQqV6dzaoLr50=,my library,Local playlist more,album,1
vKD9K0pG6qiX8/oguyzt9aVs06jC/LoEstiIJeVqnzU=,Bs6odGO0LSzjWctfuYNow9pe0jNJ7LSvJP+FvqRVk5I=,search,Online playlist more,online-playlist,0
JG+yp/g5BBaDKLq9a1kj3I1BBdBhSamUY/kvYx69o10=,i7p594HsKb4cYynsE1a80PmSBL9bFI2dmBu16bwdke4=,my library,Local playlist more,local-playlist,1
4RCD/PpvZBGWtlpY3+1vIqYXrnJNfqXxE9vjBPgBphg=,yLoN4bFNhNb3LXZ4EdnptePHtj3Ztmrw/p13qGn3GTw=,my library,Album more,album,1
zi2Vcdlbu+d5rYIa7XzZxMiJp3uKCHe61B9kIMLsFik=,blOIdnDk7/zU/Ve7VwKVOX50+AgIwK8OR78NRt9xENE=,discover,Discover Genre,album,0
XHJRZV5Xgcub4dNGuzRj5tVfDD1iwrtoXmdQOWtlc3U=,veApDQ4b7NbGzTYLixeMLqYhOyaQnyb/ZWzOA0kyvt0=,explore,Explore,online-playlist,1
coH/Xb3S4SlZOUXWDez6c3WcpkoseM6USahhNLwKLgg=,H5cpw+ryU21bc60p5QW/fvx3naasaBG1uKggq3Vg8n8=,my library,Local playlist more,local-playlist,0
+Op7cb8kCgBF5fMnisaSAIV71KhjMaFlwdQd0BM4OkY=,zY0N0Er/nBEznyQ2JnEjdeB+oM2xxHgBmlYpf3UJN5M=,discover,Online playlist more,online-playlist,0
zV/QER1Bwp/95bcpHo+qfbszhxMPKwkRm3RCCP/YDIA=,ys+EL8Sok4HC4i7sDY0+slDNGVZ8+uOQi6TQ6g8VSF4=,discover,Discover Feature,online-playlist,1
f0ftvJnZG6sQ+AsOkKQwSWlEXx//14TwX1Uu0nLVE/8=,ZdWEcZnjVBclK+YNJIutqdA9fWl+oVz+e5vinSUOoOo=,listen with,Others profile more,online-playlist,0
s3hkUAKQ0KzOgt+cfmuwoqBrwxpJnTxrfiVj18/YwcE=,22+vI3KwaCcaZ9azYdUwcd8r/Cs47q7eKGRwioaCPnM=,my library,Local playlist more,local-playlist,1
tNvUsQwOJX5OgGsBBN9to3vI+DoUc6S1BFgNXUaYoo0=,TTDHpUNFO6cFrVguTkrELP8qkwDfIMjFzR6d4WCe7rA=,my library,Local playlist more,local-library,1
68/cKulxZ27H4VJ3BukawreXprycpU0ohx15NeSaVm4=,A+RNE+nwHzzYdQliLcF1YcaMpmDL91TAbz8xALp4FEM=,discover,Online playlist more,online-playlist,0
ChawIbOaDV9Jt5UrKYergBmn1fqC3JRTgj5ZDCw2wh0=,0vHg1i5m+5MD19Cp5BK8Ox5slqW4rVSdBqifyC37pyA=,my library,Local playlist more,local-playlist,1
NjaYJKBVy9HN2b2PCWDosXCuEIIDiTYFrNIdxbe/xd4=,uEl0qdm9OsNg8dkJmHT1EIidNr9EyAD+1q0MwTYS/qY=,discover,,online-playlist,1
e33QlKSTpxAJQvLoya/SJF4j2jaw+mK8wG1IMRrMiPg=,8Nc7OiD0VZXIHETUfVWzUmp6kjVJXBcryBH4zEpHH+c=,my library,Local playlist more,local-library,0
2QGxEy8YJfcqXnZGCLOoK75xCWBlB/VFUZ+7yxtqmXE=,eVaqPQLlgeI4HfpDXm1wimMpvOhfAMpI76lk015+4r8=,my library,Local playlist more,local-library,0
m9VNkR6x8XYe78Fn73UpzlJGWcgwDs6upnWrWebCCd8=,cy10N2j2sdY/X4BDUcMu2Iumfz7pV3tqE5iEaup2yGI=,my library,Local playlist more,local-playlist,1
CXRRpdW6eESVhDlpqlaopBAVB/aLB8OTxSE9vOIgjDY=,kauYBHCsAMQ9el13pdu4JRrqWKBNz+xYxFUY/u/wGvk=,my library,Local playlist more,local-library,0
+eQK9gHsajXyYFtfLIGFgSMa7OK9VMv7+9F9tk4o4rg=,vkagi2Lrvjx/FxLWE6FHZFoDoOaSWI052fEQCwouDUs=,my library,Local playlist more,local-library,0
BF97sQNyf77oqUSZH1SZHvJLbSUqhk88Zv/7BD1/ed8=,jUuhdlIRBK3XzlOR0NrwSC3cPUMXCK3wJ+2h4RuK/E8=,discover,Online playlist more,song-based-playlist,1
AD4m+TCHWXwkpIvgzLIA16Z3RHyfI6nQTBkQ+mcROkg=,GfloAEuEpvggDlAENKhJg6tUf59GNpTDx3KKQL4AL4A=,search,Search,song,0
eTZrkC2U4m4rYBw+ZAJGR5cGTNzZhnpHl8FyOGfd+5o=,5GK7VfnddYFs21pMCU/lFqJXHtxW5Thx1clB5XBFLsM=,discover,Online playlist more,online-playlist,0
JTtvT2hTCLd88J+6RrnurQts0naO2cdX5Oi+6hl+HLE=,F2d52gKSwWcIHb9TAQRBtj2uJ/ly5b8p5+cEucxV9aw=,my library,Local playlist more,local-library,1
rUTX8ZVrz3QvjEKN9iTZ085O2vujaeuETdgddFw9ItY=,qL0B1aZI+jptDLZdHeRdpZpKh081L/SrwJIMfQwsrqY=,discover,,top-hits-for-artist,0
