msno,city,bd,gender,registered_via,registration_init_time,expiration_date
Trm4+IfJXZEylWQ6VR2X68eNYaoSaAoQXt+xY2LVu4E=,1,0,,7,20110925,20170928
33vHX9mLsY1qat61wPWEMhNxeHFOst2MmgEiC2SZG7Q=,1,16,female,3,20161202,20170820
xi9R1RO9rdZ89uD1VidACfXRre21T0DlRgrJqPBibLg=,15,27,male,9,20051103,20171004
FGtllVqz18RPiwJj/edr2gV78zirAiY/9SmYvia+kCg=,1,0,,7,20120102,20171005
mVnmXQ61BAkLUHNA6xvjQHVdbskCCUpdqZqCL3yRUlI=,13,24,female,9,20060902,20170917
pyAOUZx1dLGfBMagmJlMfw5N349GlCMayO7gc66hKZ8=,5,36,female,3,20140718,20180103
YFcyv4OH4TJqWcht4ww/OLlnBKqAkVHjnT0LDvMS+Tk=,1,0,,7,20151210,20170909
vVPYzaK8XSBdO2GLhe8e+YKOUKfc88Zwu7LmWvVSl5w=,4,0,female,9,20041228,20170930
ZTQ6+qtCvd4w4krqjW1AxY/q3Zgv2D/Dic8E/4PQCUk=,1,0,,7,20140408,20170912
Ridoa0ef1cCGlfee4QEmaoJKDxCcJ0Ewmt/Ca1efcfU=,14,38,male,7,20100504,20171002
BrjHr2sDwLNsKLfAoTZwx6D7+W55aC2+H+UHWLFzVRI=,13,41,male,3,20130317,20170915
RnTFiABVa2UXOFchSQN9spLnHWaBFZ+PPXSktSXIWvM=,1,23,male,4,20161120,20170129
FGtllVqz18RPiwJj/edr2gV78zirAiY/9SmYvia+kCg=,1,0,,7,20120102,20171005
+Y+wTRRkZ0QA3bV4+7nwu8qlN5Kb7ygMhqvB5L929YI=,22,0,,9,20160903,20170907
EFADZejfkw1oMm1Sbl94jMEB7QwAsnP7Pd9jF1YjeM0=,1,0,,7,20110319,20170919
haJSPOFr0iRHJOxaEFssIk8XO9oKirW13l27oAxbrV0=,1,0,,7,20130511,20170917
0/a1JsiL3cp7FCIDUQelVRl3WOvQr+6vttGGRSckQCM=,1,0,,7,20110316,20170920
EUmDuTUxQ6xvsrWmCA0RSSrK6o5xqsuoh/RJqkyGd/c=,13,27,female,9,20110518,20171019
ivcYCR/RsryKT2vQ9kw4mQ31bJcKMwDsNVh0f42Szj8=,1,0,,4,20170105,20170108
APKK+XLXNGrNeVEeYB8DEPvixwq4WSpZCGRqSYuKzu0=,1,0,,4,20161129,20161206
LT5xYb5NhNclNxx6OHrR0CxMW/2NJo4/jMXN8kEiqSQ=,1,0,,7,20110805,20171005
Q3LJkGP72SJdNeu/wthB5jEsQmosH6s7o4qtcaiSKmc=,4,27,male,9,20060922,20171002
ScpZcvV+pddFEKPR8h7IA/JISfLr7UQKFrsubV4XVQM=,4,21,female,9,20141126,20170920
QRVkL3YRaGF2YoRkkpL6FmeFEokR2jawO8m/wiSp4kk=,5,48,female,4,20160316,20180617
NWxSnKYndp3clUJ1kR5Nf0jrxIpGwqlxkhfAyeH1VVk=,3,22,male,7,20140326,20170713
ewYhJscdES4luENsCJc27T1Y9OQmhjX2cmo59pDDgwE=,1,0,,7,20161206,20171005
7xiBI5xU3P2/IiR9teB7jySfzWo96JGikGajteLd3Cs=,5,41,male,7,20130909,20170923
0QgKjYskImgUhfunE9HTUzoUHRiZq12qVzeZMtFTPaU=,5,24,female,9,20100509,20170708
slseA+U+/kU1rGwHDqmt6hi+oqBgHzkvPd5CscJK46E=,22,39,male,3,20130915,20170913
srIqn/zEwz0PzVEYpHsCNzKYY6hzamw7xKsa9pk3LpM=,1,0,,7,20120526,20170930
YMQmW0gyc1CYR1aLrw4vAomobw3ZYHW8N2Sed+w+15k=,1,0,,3,20131016,20170315
bP1p0iFStI+S2fMUvmCP3uQxY2BHudg1XdlO26s0+Y0=,15,32,,9,20101222,20171025
VcovfOyg6Vv7Cf7x8gXVV1C8OILXuixsDELQDyC7YfQ=,4,26,female,7,20140521,20170916
H3B8sIGbLhi0REV/fUNQ128lFzNMSw8pPD6DISYpYqU=,13,27,male,9,20060915,20170930
i77qARopbSF3LYX4eqqGOD6ayK8fHftcHGy/SCjbdQc=,1,0,,4,20161101,20170919
Kc8fjhBBzVDTw4rRS9vzhoTm5XqyhgXPDiXn3duX2To=,5,34,female,7,20110318,20170916
nX1j+J2hTLU9jaDItgMMkdAjGOREjme1s22FuMzCEAw=,22,0,,9,20150530,20171006
EBtI6b5kv+yIDYujzPKF3mV6XPv8AxTkBbPxWMPS6Ow=,13,0,,4,20160102,20170913
MnkrugkdYL01zUxZw+NXHBLSoZhER8RQSJMWx3318QU=,6,24,female,3,20140916,20171008
ufZf1F51tqvOfJwviSE9aSdvxjcEH8jg1UXcbPmPgWg=,13,35,female,9,20060131,20170909
V2n9zN4eFzZsL5KbkSVtUCgXJc1WOj6fie2QdI1zI/Y=,1,0,,7,20131121,20170917
x12pyUG5F/AB29yKTt5X8KJh9HtQCfMkAPcIe/jErWk=,13,0,female,4,20160803,20170917
LuiHLMfbCvhjUJoJcQqSJ4lOnVgtWtOizhaOno7CUSg=,1,0,,4,20161231,20170103
FhvGwI2id5UGQPBPjdHcr8g3LZUP7Jn2DdIWHFJ9Nm8=,5,33,male,9,20061022,20170918
V314gERxhO+wHQziSvWDNoUGHp2GD//RO8dJO8BkaQw=,13,25,male,3,20130410,20171016
h1hlbFVmrOBIpl/rbEZgMx2GHOIWgcp1DuQU1ek29qw=,22,23,female,9,20110319,20171013
qRqbzhNDgTrFAaleBQMlBfNMm6Lp09hkPeiQbnAY2TY=,1,0,,4,20161227,20170129
iZ5PPqNAXXyTuO+OWkDzizwRNds84pb4vpbWlHU+Ud0=,1,0,,4,20170102,20170810
wuQ6XMUzOWAOoi+ucwMIa1/qKYpURWh1UJLwnuopyQ4=,18,0,,9,20160128,20170914
3TZaybijIyaqU3P+moI/mzFWcAj6aR0p7bmxLT9iRq8=,21,39,female,9,20100414,20170923
A4m7bZ80el5XXrKIDF2zwnDvGhM2YWRtSRPz3h22EOs=,4,25,male,9,20110701,20161211
gr33mnFYgoN/pJknti3dgz3/h0YmHIh5elk5P51hJIg=,4,22,female,7,20130708,20170925
OSJKAq0he1kfChPwSGOdVzKqiPYjeqHrjvRSK3+cHZ8=,9,26,female,4,20160110,20170609
TVMaA7AErwJbZo9mOTs2nIuNbUfJgr9VHkkrOLhlMs8=,15,36,female,3,20121020,20171002
b2EXZmMAJg5tW55k6UgU9icrG0pwqWIm606ZH/31dtM=,12,21,male,9,20150510,20171007
hEMA6+M6jXbD2wmuvwQzXjQo7EpWvMGO2gBi7QKcDGk=,4,19,female,3,20140124,20170917
ImF5sumZTo4ZDjWatGu/ZrvVXo2elSBdkzZUN39vhmw=,15,39,female,9,20111208,20170531
2kLWrlJuW+SpxviyamnQzjCe6bCs791sRdLZkss/8WM=,11,26,female,3,20121213,20170920
JGMcPoM62HSCSZ1JYTlz3/DWtyzcI5/1QRAKiFog79M=,1,0,,3,20130713,20170908
hZyOA+0yqClPLt6uIEndf8fG8szH/95eKMbaxLE5z30=,6,32,male,9,20160804,20171007
2O52YV6K9AI+aipX0wsNvYhgf53OczqUSbDlFJKuhAM=,1,0,,7,20150708,20170908
tII6GloIo8g9Qc0IfdVXV0BpvriON/FGh2Fhe52L8YM=,14,26,male,9,20141212,20180414
5dqFlSByvcYbxbdj+UKFwgDky2cVhPrGL08y/8rhtvY=,1,0,,3,20131109,20170921
UfbI8PmQcxeepuSBsi65/XNNg9BN9z5QvUDQXlFzhys=,1,0,,7,20160805,20171005
1TeF0uZj7X7b4c+26WNqSLNnTfsisENDwfyjBpZMCNE=,14,38,female,7,20110422,20171001
6hVgIhV31CwJ9PeWwTuTXhDDFdhwu2vxXzlbA2r8Jks=,1,0,,7,20110329,20171003
KcWWYLZPRK5M775MTFfbNdzkCnVkeTPOanVshNroZcU=,13,33,male,9,20090320,20170930
WrtIUHn+bYgcvZzblxDBj2x+Q3I72fFSyG6unY4nOK0=,14,36,female,9,20071114,20170710
SGtlcSDtr6q1ok1FYLCNnQQ5BqLvq73NFK9yLuAym9s=,6,0,,9,20110108,20170720
kpvBiS+BBFt2KIhrcBHALh5fXalDvoA4/vmlD8LynIQ=,13,22,female,9,20080214,20180210
dfyGuaKDqQAoniJkpR3ATpczqrcbPpPwvjz9wku+k5s=,12,49,female,9,20081227,20170930
4BM79j6o9P5MDaSEL7Uh7FNDgmYMsuax1yLsN15/vTE=,1,0,,7,20110614,20170918
OHJAPEaLs/MTeIacruQF9MeI6rcLvNXe5/ErD1LJf20=,22,27,female,3,20140327,20171003
MLGcaEJ8nGuUEhZoPkImwwuZDGfOdvI3cSCNmqjmQK4=,4,24,male,9,20111016,20171022
+FTeTGq0zsSObZlkR1XLph9VnZt1Vvfw3CHzFZb0ka8=,1,44,male,4,20160304,20170902
/6z4eytSVmVY9wQvTxojxYxGHcuGa9lCCAZLdzW4DZ4=,14,30,male,9,20110831,20171006
tNY8feCyKR2/eHxT1Bjuf+IfSQM/1IyscPJHqy2lFug=,1,0,,7,20140112,20170930
LGa4+1TSEunHHO2yQPs55C9HwDA9zxIJL5jzt1HyxG8=,9,30,male,9,20110327,20171005
HeW6hsCbTN98/EGx8agAaveT6hArdu3JfrI6tfZ8uf4=,9,22,female,9,20131117,20170908
hvNvj0upPxo5kbVf3p3w1IN+beZFPAkquGN5PnlWdT8=,13,36,female,9,20100127,20180422
gsUO+4R56UVN6nZYgYke7GC8UPifYxB0TlK/edfB+Ko=,18,41,male,9,20150416,20180512
KU08rap3W1qN0zgV2mmr9WEK7Rng3dvrENyZ1BLhctE=,22,22,male,3,20150504,20170216
d/ICmI7AOGNG+RKGQp0Bq+Fvau0xJTLX4yrSC46ff9g=,22,0,,4,20160201,20170915
Lhd6+UX+tfVBBPtcoL2VnAQFFZoTw6jMgk0sh3Bjvsc=,1,0,,7,20120111,20170920
8ic//ZQNCn9ClO26UWMoaw54PKFgbU3sn7FA4NxxsOA=,1,17,male,3,20150524,20170908
Bs/CgqB3h9cxyZ31cWuxPMZ36Ysfn4cRznI4ZwuPjj0=,22,20,male,3,20130127,20170922
jVmMgEmmzr7+8OyVtA7g7Cp9TlWLGqlQ8tK8pjHPsxM=,1,0,,7,20140919,20170916
L43N7ETWKG4p+4KjZ6OheZUJUtfxY+oIDLGP3Hv/NHo=,14,0,,7,20130714,20170911
QIzp2QoMt/pXei0b6QthU1KQywxEQbKMLFVzvgC9A3Y=,1,0,,4,20160816,20170709
VhV3J7RsA1L8PLFdj6DXLeszjyi0SGsDHxF9h6mqP/E=,8,34,female,9,20040330,20180206
x+k/zTEqdgYq6O+r1iDjKRaQnaCS5118gzBe8c12r1Y=,1,0,,9,20160913,20170908
f2le0bwSkuybIxNj84H36rFLDQF4xvSog24FEl2fAyE=,1,0,,7,20131225,20170629
Czxf3VYhud/gs5evnPXS5B4O4uWit+8GpdSz9x7CWgs=,15,34,male,9,20070819,20170306
jeay59pVllbNJiucMg3YTYN2LuEp9ZpxSHWQo/M4Tws=,1,0,,4,20161119,20180307
r2v/qDHF/oEb2iVV9l3S1mKJ+7xJbqssbUU2Frnibvg=,4,51,male,9,20120731,20170506
axlbXX2+lFg5hUbaS94CZM1S+jlt96MQ0Me1izUQHkY=,1,0,,4,20160604,20160607
/axklciZD8M/ddgq2mbWUpXNQKOJmtUkicYYK6e3oms=,8,29,female,9,20110710,20171015
E+/dEAWQaVegPweox55iaQlqRbhorKthbqFiw/ORA+w=,17,23,male,9,20150820,20170916
94Ti24wPM3SXrhBacQdzuGQmYmDPkiqyws3J5ESpNLM=,13,21,male,3,20121128,20171215
DomoQpvDfmMzV7x6Hj1+/UJ+iGNftxfSSyoHFrZ/OAI=,13,24,female,7,20160423,20170923
cQjhNXi1SOciGhzBOgvxlUh7Mp4+uXXmLjIFytBDGuM=,1,0,,7,20150712,20170913
zbsdE9ogv8eQIEGLAmRotr72OEEWSzkoTIjQYGHyYpo=,7,20,female,3,20141010,20160905
e8S1/ircTSZaDeHt2kIxOZySP4zdJv74rVvJGsrW21U=,4,0,,7,20151202,20171012
zVrc3qD/g8G7RVHFkgYN9F++j2AJXMZMPw6vedOe0q4=,5,30,female,7,20101216,20170827
a9vIipKPM2RDZc8JC1VFMAzfXwU7dCm20DKvE6Lr5I8=,15,34,female,9,20110205,20170915
drc5Ubsi+Hyf+JwT7Cqr0Z3D6U/D8FWfzNhEVbyFA6o=,1,0,,9,20150202,20170610
YfW/2PToPawcIwkV/FvBsz1V3HJDucqqglWBZkg//os=,4,35,male,9,20040406,20170930
A7Bl/3xTD03B7cSuhHLw7dxpH0mVXjOZ3ZWpMTk3rn0=,11,25,male,9,20070706,20180803
WNOxasdyszmmWsE4YgpxbNUmkWcDnR/jl2hzIsQZtSQ=,22,26,male,9,20150305,20171116
CZsFcP++PDmHHnWVCZTDx9wEPdT21rEWYuWDtr9aPlQ=,4,32,female,9,20091016,20170907
1MvG/dhkNvFrfMJlFS+l+/ho49ejPPHzUj8DmUgyFy4=,6,18,male,7,20131229,20170930
S7CMolTRHVHHR+/zXLtRsuk3Ko5RSYM2rbl6Yj+WjXg=,9,32,male,7,20111226,20170920
JX+FMOI+8OR1/aqgzwi8uY1cFYGEAdSDodvxJUCrkwg=,1,0,,7,20140524,20170930
BCxU1qMcsXlQ/UjrJJj91xeCobT5y2f+pOWOzmBo9j8=,13,37,female,9,20071224,20170930
iInZw37VuatdqeZyaYbsm5Y8g+PO9KXFu6vUsYlnoSM=,9,19,female,3,20150317,20170929
mCR5DwoZ9CYxqn5rnVuLsWyKDszceiNp5yXQtqGsGyU=,22,28,male,3,20111225,20170313
UrBfuebkQCi8qcp9nRNv5OuxALJTuETDjsCsXQ7KQmg=,4,42,female,9,20110902,20170908
nKpN7uN9j7ub2E/tSHYxiAt8schCqA9BXaqBKmOcNZs=,13,25,male,7,20130109,20170918
ygxve3R6mx53/xFrz7ZBUAW1h52qtlV9bXG9Y4pF49w=,1,0,,7,20150130,20170812
gFS6F/fsqVlEPVEr/JuEJcUlo/OPMpZM1B3yiVvphOs=,1,0,,7,20160205,20171002
Hi8NjOhg6qQ0WhzrSeEK02TIZDaW3aXWeBcJ1xpY8J4=,5,37,male,9,20110521,20171103
qlT2Jl5f0hFM+JV791K04uIzedMTgSRU/o8sF5gm7nY=,1,0,,7,20150313,20170913
Boo7rn7hGkT5JOhVsN1zbiZlqyTQ+N07OB1exOk4N9s=,5,0,,9,20151220,20170916
Tw9AXn6XiAK9fAF2cRzWxC3SbNblszQuGsegJLMOQTY=,1,0,,7,20111202,20171006
FTiXJf5f+azgki/mqVQvG6OSVRj/9x4WHBXFMihfKaw=,5,55,female,7,20141109,20170908
lInhn8zm0XNtx//RN+3vGGoIJsMk8Z9PhNu9IvObkn8=,1,0,,7,20160826,20170930
KXQ/KCW1qh6EjFez7aQURnvXoFFESXf+yZxCtxYyZ20=,14,0,,9,20150509,20181013
JlclbZ87Se0GRiCBvoyWzAhSKdj/TPee2qC2KnJBcyQ=,1,0,,7,20160222,20170921
NCLT75LZ1ZzhykOng3HA/At0dcpVljOXUjhtnufM29c=,6,30,female,9,20081122,20180918
07lCno3fuSM5XcKCBNtOIZBxumvUmEicmV+SBIAzPUo=,1,0,,7,20141023,20170922
L2oSH8cM4Ae13n0EVzHLJdBiB3aWDe0UxoBjHugrSUE=,21,45,female,9,20110211,20170930
F31HKOFJzRDI9k7ej1XkildP+dI320cGfL9TqlLjO0o=,1,0,,4,20161114,20170916
O1t5UfLtWCgP1d0TxSGQE5STnsc0zAhOibEaBj3WYn4=,14,30,male,7,20140911,20170921
p40tNEMaiHBSoyVlQSZMEZCobwat22qalmE//V1yjFo=,22,44,male,7,20110625,20170925
CwP4rBeDFphLKwD9ty7Cvz6Pfso0Clgefl+UJhKMPqE=,14,29,male,4,20151212,20170917
hOyJGmY7tciqGf1EhDj5UT86IfSSnaTHP5JWAPxYN6s=,13,22,male,9,20160829,20180505
QGl7QDNQBLgLfET8vhS4+yew5UM5NnKtSkRsKCbHBqs=,1,0,,7,20110105,20170924
y9GQjYGh51G1uMNLABUHnXdIE5aBpT+ryOPCeC3yt6Y=,13,36,male,4,20160223,20171001
ocW8JZ9FbC1jxN1Xwzkano19/65RSxAlAUyNHbt/FZY=,1,0,,9,20130527,20171001
1o12VbmqNJidqgOLcwLB/4jOIdkUGRCQvmGwhqDG9oU=,1,0,,7,20131009,20170909
P+Sxa9gtP8P8IQcpPGbwWmEFdrF16hTrtfXyfa5aGoI=,5,27,male,7,20110131,20170910
+56RYeLxBY9zrcer7PzI8AGoUS2uvaF8vrBWtU4AyEM=,13,40,female,4,20160827,20171219
bDgr1G15ndTcE1mDkSHXjVm5XsDjG8teDn6qCOTUceM=,1,0,,7,20160421,20171009
1OlHBNu4PP0OKQ/hhQ8ORxIoyYwNFe1nLLMJLyS6/PQ=,1,0,,7,20130202,20171005
d/ICmI7AOGNG+RKGQp0Bq+Fvau0xJTLX4yrSC46ff9g=,22,0,,4,20160201,20170915
t+Nb/U5USIrrQl5plNJ127hNkITLFxKxdeL0unMl1ms=,1,0,,7,20151031,20170930
N0OcIeEGNvp1Te+ltSuCXTRdkW18MwLF+LVtoaUVghk=,4,31,male,3,20150502,20170909
cqiHShs4xWetoiB+A04FV5KHeUi9Dh3U4if1p5sBE60=,1,0,,9,20161002,20170820
H1D92jYJ3GyJWLmt3ZAE3QgxgfCCit8WTsT7+KwS+vw=,21,20,male,3,20131123,20180617
V0m/fosXeZgnobgL1pVtSKQdvjfIxdLXreA+l5fb1d8=,18,29,male,9,20060710,20170930
8YrBePFYFy/1242RpU9K+1KZekVvVzMQLA8zdo0i1Q8=,13,0,,3,20131004,20180920
LCCbVy3RIHntxHrCQ5cn96ZCkJd/lZG1QUXMzxVkxeQ=,1,0,,9,20150307,20171004
K1BJCDeN15EDF2kmNJ4pVKNp6kAhNOyiNOdivzOVe+Q=,22,36,male,9,20081112,20170930
ukZKUfL/u+VCaQwCnSpycmbkp57yZ48mPsE5HCMaXPo=,13,22,male,3,20150721,20170919
cKoel6bJ8Nyjo9OjfSLVpN3neipr4c6+g/jOVeGicT4=,1,0,,7,20140129,20170908
qjpN9C7mTRZ89DfeIR9BqvmZrTVPSEJQGgg5EUbM7+A=,5,22,male,3,20150108,20170908
z4C3kVBaHUWMPAoA35h3QeD1YwwgT85DBv37VRxdKkM=,9,30,female,9,20051013,20171023
/2A361q3cuoEFZ0FoMEWj8SIVRJyPpHZQ5ni6Oud88M=,1,0,,7,20141107,20171003
UhqjLSMwLYzjZFDyYQF6A33phr0tPNXyu7+I08q/u8g=,1,0,,7,20110816,20170908
+sDGuSVPDGnDmFlMwZ/TJZMZWlwfBDOZnZur7/Q6hvE=,1,0,,7,20110703,20170926
BofOFHCcwFIvH8F1FBl20z5eoPUGLwmWUp2y6KdmFJg=,5,0,,3,20140524,20170910
fjFTnfTIOGZZMCsFdl96bdKtNCZQQif7o4SXK5/swdQ=,5,29,male,3,20151125,20170918
lVmJMDyoG7q/WOjciGCab5c+0QFwMbF0SmkO09TuykE=,9,27,male,7,20110321,20170912
QFNO1B2rNR4tOrd8HHkWYS5UvHuXCzCSJVpzI4zmADo=,5,23,female,9,20100108,20180712
VzzAMG7uGEd9SGhXL5KEpc+cu86cKyyq1b05ECk4WRU=,1,0,,4,20161230,20170102
b2gN1yxIt1NOK1PEZLYVlqJFJV0hSjAcSnyihuS3HwU=,4,26,male,9,20110325,20171230
E3yiQ2d5+KiGkm622V73IRgukx9qXPYJIpG6xWF/lF4=,1,0,,7,20120118,20170924
EJoW0sIOspRw0NryicAKsFPR1zXVEylC/+RyeoXuco4=,22,41,male,9,20051119,20171001
fohD34JB+iOnzqmlWqDrP8hDEmDWDEZKceyHGcZEaAY=,1,0,,7,20150721,20170920
TKKd1jVJCeuk19TrfYzeFAz+M0LLJpBXdPsniCc7Gyg=,14,34,female,9,20101104,20170615
2ufxa2We+s9hJlD+05Lk4EjDFy2iZmef8lOwqeymWzc=,13,24,female,3,20140130,20170615
aerewJbXU5HRisPgpfLJqLtC2YKNVf6J/Z3yO+E7oDU=,1,0,,7,20160912,20171006
E47lQ6gQZfojmYN3St9RL5t5pE2tcwNbS7z/hVhR9AE=,6,0,,9,20150904,20170901
uQ6LOBwmu7lIjv+wFaq5+M4IcAZEha2J0uyDB6Y8aqY=,13,36,female,3,20141104,20170920
8NthxmOVPiiilOtgBQs86xila73VHPztb412le30VNA=,6,32,male,9,20110307,20171006
WzKeLxmDVH+vPUB4qZIO+FE5w68N2trLasA74cBkhpg=,14,19,male,3,20150311,20170828
D0rkxyntqgTBOsqYlcK5Swa5r+ydUJpBgTzBjKu4cZQ=,1,0,,9,20101119,20170925
lFQM2AQ0IIifeOgmnRDSFEuWfh7XQZm0Z+O6K696CQk=,5,35,female,9,20051231,20171018
57lxe+bZAp7wUjYQ4TurxkhqcFpBO/UUDC2SRCLmZTA=,1,0,,7,20131101,20170924
O2EH58aKO83yNrOhtFEeZAqjq12a/psFRaqwCjfS3cc=,6,27,male,9,20100501,20170925
JMpc5yT4LMxL2l7YrGjPk0f5Xs0edYJQlRH4+r976jA=,1,0,,7,20131121,20170915
nei3Z+Qwk13a0feHphOJZeVijkfZO0w4wEyMUz3DQXg=,1,0,,4,20151109,20170908
498k/z9q8YCdWEV9pX68wTDqpqNaP9Ev3f+ueim1riA=,1,0,,4,20161223,20170612
ZzIQmDytGjJVdjygF6rmUcOEQ5qe3zF96DwFhbolYik=,1,16,male,4,20161003,20170609
zDaHSE5G6Sb/f/4iA9BX0Rm30LY6NjGTuOkvN/mD5tk=,5,22,male,3,20120815,20170609
xSCitrsIB4sghoCorwtVV6444rhnJvF3imwNNcC+xdA=,1,0,,7,20140730,20170930
l5Ggg7oR9JSxH7W/2EDxYhGqbDZX6XRx1szDmMnNvFE=,13,27,male,9,20140725,20170926
hM8kAocbzhxcBW95R/wcJOxeV7tdPspHXclMtqWbgGY=,4,25,male,7,20150923,20170923
CRo1X/++zVnTpjJ4RzHSKzQCjUjn5FK11LtDWgGKtrY=,22,37,female,9,20060302,20170930
MiGvc56owWpn7F0Ww7pLyTqxmO4OzSkh1XzTtZySLyE=,9,22,male,9,20151209,20180819
aDV44+RP402hkmMkD8skFOwQ61jBtv6InbTZEuVJlgI=,22,30,male,9,20090108,20180419
5yVAyiwBUWzfvakBuGM/ZC2ivEVVfDv5v8/VtKw4Gxg=,1,0,,7,20120812,20170920
Dfm9fICU3DqTPx6YxacZ7aY33/OJKa2ezhksc9JreZQ=,15,40,male,9,20070412,20171015
KNg5wTZ4cfqBwWGiBvn9x9o0BuYWJSMAuxXjobmEq1w=,18,25,male,9,20080406,20171006
00ChGtfEQr2qDhjSABVKi/oPDktuFST+K7cveCzHguo=,1,0,,7,20160914,20170914
0BlRvYIuR/cfaoVUTJEzGTlaOgo4c+fL08ePLqXHbO4=,13,24,female,3,20140921,20171001
uhEZTXrL8Qh/gA6+gM7Ke/vZGRhh7YfuVcLh9PD7dP4=,5,21,male,3,20150221,20171123
S1AQdybB2vVTU5htOYHbHBo9xzPEW/iy60YOIhEGjcY=,1,0,,7,20160122,20170327
obmv+wjYk40ACgbeeXb+Md5o/1OR0rAWqd7rEroWPTM=,15,35,male,7,20110915,20170205
5bfQNE4gP6K9bzU0K9UBr6dLmq+ds9NKgXPSuTG9GmU=,22,24,male,3,20131016,20170930
JVzD6abMwDm8NyU0CjHySoHgUKmA1uHaLqt0YtH1RXI=,1,0,,9,20150404,20170909
GHXYdkOtO77H+3rRLO5P7GFbenNrvCrYNVJhet9JdfY=,22,36,male,9,20120713,20171004
z5yey5p4+DQkYX2B6nqXWp9eXstR9fKC9vQoGjua3UM=,15,21,male,3,20141013,20170920
/afdyPobvRT/wPrzUb/nE9F+pAZ+6fiFnwYU1zG10Rw=,17,17,female,4,20160112,20170731
+99Ib4Wkl+aaO85vq2NvSghscQEF4w8LRO5bPIDAsM0=,13,24,female,3,20120517,20171002
r1KQzVo0LmQaiJqf8NwT8u2vwL+VHs+tALA2kYUnIVA=,5,21,female,3,20160828,20170116
rdQG6oXS0KGhcE17cX4txxnIcxRtIey27A4ohC2bczs=,4,30,female,9,20120521,20180211
iVDh2yjFOMgO7Ew2vuDv9n8g+uVX8wW5wkuSdeqCf8Q=,5,21,male,9,20110510,20170930
o1ftSzx04wGTbaRqrM8g4vpMN4FVTmDviZ2dhhoSRKk=,13,36,female,9,20111207,20170910
qfFzu7U7jkrrQTRCg7msiDTg5YzpyiFbGJMS9ikWiIQ=,4,28,female,9,20110316,20170930
vdQMmlEbzcOQY4sz38kKAA8B0DieqWahSKKLmLH4GDs=,1,0,,7,20150403,20171002
BF97sQNyf77oqUSZH1SZHvJLbSUqhk88Zv/7BD1/ed8=,4,26,male,3,20130801,20170930
sRpp9fpL8rt9JXTjGTR0XJezyWIXyeLb2L1hIqjsegQ=,20,28,female,9,20050619,20170917
K5x68e9t0PySwLAoeGtB5NKXTPpZlNoAdNcdSHx4qLg=,1,0,,4,20160320,20171112
x1staqrE1JMIUlvyEVgMYgDfZhlTGfpA3qtPSj+N77g=,1,16,,9,20170103,20171231
LmYdcjmt4ULC4n0hgDsRp/uTRzn68ov+yt/haGLe3kQ=,1,0,,9,20160624,20170909
0j+OLn0VqRICsHk9IA28aWAF4IFUaOkVqNTLYGRwD9w=,10,27,male,9,20161218,20180123
FuB7SMD9i6CXnBgzPUDsB0bXbAvKfTfKO8qab/N56k4=,13,36,male,9,20060313,20170930
q1AxoTR5EpuC3dawwS8mhVNv+/ehGGxJ4FduNP6+7cY=,1,0,,7,20130629,20170908
fzmwALhkD3PxjCnKkN+edYOBCwpXnCtZLZbMyBRlxQQ=,1,0,,7,20120716,20170921
32cgPD/BbmvhjjVCmkovSHFfgeMIlUnJe5ILtcTLUr0=,4,26,male,4,20160417,20171003
uAuKwk9b1ejdjXxI+D1Pn72KzUr5cvt+7BOMhVkfKFo=,22,25,female,9,20110827,20170929
8cozABQAnBfeVK1dZ8/hhPNrF+dIqrSR4vF7pRxf6nM=,1,20,,3,20120825,20170711
1A20acjHHwJpKBw5Y04IGMxHxKTIISrmuzS4K+/9rdM=,1,0,,7,20110131,20170917
jqS4N7VSNz5tbFb7ZahLs/mQ+uEl5VkqRa8rXgghCfI=,8,19,male,3,20150608,20170809
0X3uXqsjx1zgdf0fWs4yd7ZAleoZxHUxg2fJ7d3oX2Q=,1,0,,7,20130624,20170930
itAZY7wJkeQUqDHGgrCi3G5tHAXYa2dbO65ax76JVBs=,5,22,female,9,20121220,20171006
M4XR8Vsu1mbUdMJilXWdsGgwcJSOZZfOaFyndC0z+q8=,1,0,,7,20130914,20170910
VEQ9s/CGIGBn/4Q2fN7hVsiWX1NcNKJy5hBmwvjNEMs=,12,26,female,9,20050830,20171001
s9+y7EkVuB2A3Ej64HQWdO/xL2X2gkdnEEsff+JG8mA=,10,20,male,9,20101201,20180101
7H8Teyq/bk0vHVwbjT2+Otaz8vHTgdJHmfxwYm2P/K8=,1,0,,4,20160617,20171001
3J7599irV9U8eiETOfMeTkD7Nr/FObQBtN+au7ecY6Q=,6,26,female,3,20150923,20170718
9pcu+EIvAi77b+qiJDaZHjtj8IydWJA4rPsnfj+O0wg=,14,23,,4,20151215,20170921
V7Ht1yWPumGYRziUsfH0Pd8PVBz0kIagCHTVBT0r+4A=,1,0,,7,20160926,20170930
Uvk6iqy69qqp+/MSyq1Jzqx66jPQDhHY6T3U7ij4PyQ=,22,25,male,9,20140404,20171004
aMB9nC9PVKXsk/K++qMMG0in0dvk2XiUFuAnr10qiac=,5,24,male,3,20141108,20170925
OOYfgSVr68Hkox/G+7n5I4feenLUMxXNaK6m7ySC1iM=,1,0,,4,20161204,20161224
4E+fxSftd6JX6JPT0sdTEdRBX6CJXjcIr1mqAogDDMY=,13,21,male,9,20120821,20171015
